제품일련번호,기업일련번호,제품국문명,제품영문명,한줄소개내용,제품상세설명,검색태그내용,홈페이지url,앱스토어url,구글플레이url
3777,4197,라이크어라이크,Likealike,Curated Events & New Friends,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11742,Mobile||버티컬SNS||GlobalBusiness||Newyork||events,,,
8707,8136,아스테리아 전기,Legend of Asteria,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11743,,http://madorca.com,,
3361,3580,빅토 (VicTo),,빅데이터 기반 스포츠 종합 자료 제공 플렛폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11744,스포츠||빅데이터||데이터분석||스포츠통계||스포츠분석,http://nstore.naver.com/appstore/web/detail.nhn?productNo=1834482,,https://play.google.com/store/apps/details?id=com.palmleafsoft.victo
19907,39395,엘핀,LFin,엘핀은 위치 기반 보안 인증 서비스를 개발하고 있는 핀테크 벤처기업 입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11745,,http://lfin.kr,,
25971,80344,미국 현지 법인 설립,,미국 진출을 희망하는 기업을 위한 현지 법인 설립 패키지 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11746,,https://www.vaultkorea.com/services,,
4094,4670,웨딩역경매 아이티웨딩,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11747,결혼,http://www.itwed.co.kr/,,
15967,30880,이러닝 & 지식 콘텐츠 서비스,,다양한 이러닝 콘텐츠 보유,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11748,,,,
91453,19672,12 리미티드 에디션,12 Limited Edition,전 세계 단 12점 뿐인 한정판 디지털 판화 작품,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11749,Art,https://pinzle.net/mundane/html/product/journal_detail.html?product_no=499&cate_no=1&display_group=2,,
5106,12509,원투웨어,WANT TO WEAR,2030여성들을 위한 월정액 패션렌탈서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11750,,,,
80496,127207,10.5인치 아이패드 원목 거치대,,10.5인치 아이패드 전용 느티나무 원목 거치대,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11751,,https://smartstore.naver.com/o-namu/products/5048010104,,
2597,1582,이지택시,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11752,,http://www.easytaxi.co.kr/,http://bit.ly/YnVFTZ,http://bit.ly/10bhn13
32597,80914,헬로라이브,helllolive,글로벌 라이브 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11753,웹||웹서비스||모바일||모바일서비스||IT||소프트웨어||어플리케이션||앱||플랫폼||iOS||android||글로벌||키보드||글로벌||라이브||콘텐츠||플랫폼||kpop||KSTAR,https://www.hellolive.tv/,https://apps.apple.com/app/id1532848512,https://play.google.com/store/apps/details?id=io.amond.hello
98643,140053,K팝 팬덤을 위한 3D 모바일 어플리케이션,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11754,,http://stan.world/ko,,
9651,21110,Textrip(游),Textrip,중화권 관광객을 위한 챗봇 여행 비서 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,여행||챗봇||채팅||컨시어지||온디맨드||자연어처리||머신러닝,http://textrip.me/,,
106695,145776,브릿지메이트,bridgemate,과제해결형 채용 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11756,채용||플랫폼||구인구직||스타트업,http://www.bridgemate.co.kr,,
81601,127164,클래스카드,CLASSCARD,학생들이 좋아하는 우리반 단어장 클래스카드,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11757,에듀테크||스마트교육||스타트업,http://www.classcard.net,https://apps.apple.com/kr/app/%ED%81%B4%EB%9E%98%EC%8A%A4%EC%B9%B4%EB%93%9C/id1176435331,https://play.google.com/store/apps/details?id=classcard.net&hl=ko
2945,1012,터치터치 틀린그림찾기 for Kakao,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11758,,,https://itunes.apple.com/kr/app/teullingeulimchajgi-for-kakao/id563096315?mt=8,https://play.google.com/store/apps/details?id=com.digitalfrog.findpickkakao.google&feature=more_from_developer#?t=W251bGwsMSwxLDEwMiwiY29tLmRpZ2l0YWxmcm9nLmZpbmRwaWNra2FrYW8uZ29vZ2xlIl0.
5068,8909,인스타워시,INSTAWASH,위치기반 실시간 출장 세차,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11759,모바일||자동차||세차||출장세차||O2O||온디맨드||실시간출장세차,http://www.instawash.kr,https://itunes.apple.com/kr/app/instawash/id1112047529,https://play.google.com/store/apps/details?id=com.claf.InstaWash
14712,12127,HOMEPLUS,HOMEPLUS,HOMEPLUS 앱 4.0 디자인 리뉴얼 컨설팅,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
68435,95025,21gram,21gram,캐쥬얼 운세 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11761,21gram,http://www.21gram.me,,https://play.google.com/store/apps/details?id=com.diosc.fortune
617,481,네모네(NEMONE),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.nemone.co.kr/,,
5305,13369,IoT 캠퍼스 서비스 통합 플랫폼,Campus Management Platform,학생증기반으로 대학의 다양한 웹 및 앱서비스를 통합 관리 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11763,,,,
102622,112408,가상쇼룸시뮬레이션,showroom project,kt 가상 쇼룸 프로젝트,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11764,KT||기술||기업홍보||컨텐츠||유니티||소캣통신||가상룸,,,
56126,111255,지엘,XIEL,지엘은 화장품 제작 및 판매업체입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11765,,http://xiel.io/,,
25609,3687,바비톡,Babitalk,대한민국 1등 성형앱 & 뷰티 커뮤니티,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11766,,http://babitalk.com/,https://itunes.apple.com/app/id757934825,https://play.google.com/store/apps/details?id=com.sleet.beautyplastic&hl=ko
32872,90981,공부의 법칙,The Law of Study,학습자 맞춤형 온라인 교육 서비스입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11767,,,,
64666,116943,오버랜드,OVERLAND,캠핑카 쉐어&렌탈 시스템,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11768,#캠핑||플랫폼||캠핑카||#쉐어,http://ovland.net,,
19548,38666,달콤박스,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11769,,,,https://play.google.com/store/apps/details?id=com.bnklab.android.dals&hl=ko
97166,139191,카고포탈,CargoPortal,TMS(Transport Management System) 기반 운송정보 공유 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11770,항만||유통/물류/운송||모바일/웹,http://cargoportal.kr/,,
2658,742,스마트메시지[아들믿는다],,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11771,,,,
23905,73510,샵솔,#Sol(shop-sol),프랜차이즈 통합 HR솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11772,HR||HR-Tech||컨설팅||HR||시스템||HR-Tech||강의||SaaS||프랜차이즈||직원관리||매장관리||자영업자||소상공인||비대면||온라인교육||AI||채용||추천,http://www.shop-sol.com/,https://apps.apple.com/kr/app/%EC%83%B5%EC%86%94/id1408364175?l=ko&ls=1,https://play.google.com/store/apps/details?id=com.wesop.appshopsol
9108,20361,전기자동차||전기오토바이,Electric Vehicle|| Electric Motorcycle,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11773,,,,
83222,129062,시원한 샌들,A-5 A Class,발도 숨쉴 수 있는 해방감과 3단 쿠션으로 편한함의 에스파듀 커플샌들,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11774,,https://www.wadiz.kr/web/campaign/detail/37636,,
42278,94698,유스타,Y-STAR,유튜브 랭킹 정보 및 카테고리별 영상 제공 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11775,,http://y-star.co.kr,,https://play.google.com/store/apps/details?id=net.judam.ustar
63173,115981,투자 및 M&A,,상장사 투자 및 M&A,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11776,금융/투자,,,
26041,81057,패스파인더,PATHFINDER,세상에 없던 길을 함께|| 코워킹스페이스 패스파인더,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11777,,http://pathfinder.camp,,
16839,33332,Eazel,Eazel,VR/AR 및 머신러닝 기술을 기반으로한 NETFLIX형 글로벌 미술컨텐츠 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11778,,http://www.eazel.net,,
2364,2050,Twitter for Page,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11779,,https://apps.facebook.com/fn_twitter/,,
5841,14679,스타앤코,Star&Co.,스타앤코는 내 주변 스타들이 운영하는 매장을 쉽게 알려주고|| 다양한 정보를 제공하는 위치 기반 서비스입니다. 지금 스타앤코를 통해 여러분 주변의 스타매장을 확인해보세요!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11780,,http://www.starnco.com,,https://play.google.com/store/apps/details?id=com.zadelabs.starnco
63918,116459,꼼꼼여행,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11781,,http://huple.kr,,
5056,8852,중년기사 김봉식,Middle aged Knigjt Bongsik,중년기사 김봉식,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11782,,,,
9935,4944,클라우드기반 건설프로젝트 관리플랫폼 - TECHNE,테크네 / TECHNE,Any time|| Any Where|| 건설관리플랫폼 TECHNE,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11783,,,,
5721,14477,기사 및 화보,Lifestyle articles and pictorials,라이프스타일 관련 기사 및 화보,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
2162,1419,애플 키보드 케이스,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11785,,http://www.egardenshop.co.kr/product/list.html?cate_no=32,http://www.10x10.co.kr/shopping/category_prd.asp?itemid=898720,
29361,85990,Marketing Cloud,Marketing Cloud,Salesforce  B2C마케팅 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
12247,3138,야놀자,yanolja,회원수1위! 다운로드 1위!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11787,,http://yanolja.com,https://itunes.apple.com/kr/app/yanolja-motel-hotel-hal-in/id436731843?l=en&mt=8,https://play.google.com/store/apps/details?id=com.cultsotry.yanolja.nativeapp&hl=ko
29527,86250,집통,JIPTONG,내 손안의 부동산 종합시장,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11788,,http://tv.rtomato.com,,
5054,5701,체리,cherry,로그 생성기(generator),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11789,,,,
8954,1803,오늘은 쥬딩,,다양한 테마와 놀이를 통해 즐겁게 영어공부하는 어린이 교육용 앱,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11790,,http://yellephantkr.wix.com/yellephant#!juddins/cgo2,https://itunes.apple.com/app/id951519974?l=ko&ls=1&mt=8,https://play.google.com/store/apps/details?id=com.yellephant.juddingstoday
105657,145081,코스모스,,LMS 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11791,코스모스,,https://apps.apple.com/kr/app/%EC%BD%94%EC%8A%A4%EB%AA%A8%EC%8A%A4/id1142523906,https://play.google.com/store/apps/details?id=kr.coursemos.android2&hl=ko&gl=US
82343,19977,스위치,Switch,전화를 데이터로 바꾸다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11792,스위치||음성인식||AI||switch,https://www.getswitch.app/,,
67748,118937,고투조이,Go2Joy,베트남 2030세대를 위한 No.1 실시간 호텔예약서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11793,,http://www.go2joy.vn,,
103422,143093,다대다 연결 서비스,,MASS 양방향 음성|| 화상 커뮤니케이션 (N:N) 연결 서비스|| 커뮤니티 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11794,,https://ydentity.co.kr,,
2533,364,굿바이셀리(GoodBuySelly),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11795,,http://goodbuyselly.com/,,
3865,4332,여우비,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11796,,,,https://play.google.com/store/apps/details?id=com.nextmv.rain.googlekr
2348,584,툰부리 공모전,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11797,,,,
34982,6298,줌마슬라이드,zummaslide,줌마슬라이드 설치하고 관리비 차감받으세요!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11798,,http://zummaslide.com,,https://play.google.com/store/apps/details?id=com.apartslide
29246,12553,plink,,Gane saldo de mvil con lockscreen,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11799,,https://plinkmovil.com,,https://play.google.com/store/apps/details?id=com.innogram.plink
23265,4493,크리에이터블 (서비스 종료),CREATABLE,제조의 수요와 공급을 더 나은 방식으로 연결합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11800,제조업/서비스||시제품제작||양산제조||3D모델링||제조컨설팅||플랫폼서비스,http://www.creatable.com/,,
53359,108370,뷰티옵스 백오피스,,스마트팩토리 관리 및 시스템 모니터링,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11801,백오피스||Data-Visualization||monitoring||DevOps,,,
73084,81782,텍스트스코프,Textscope™,인공지능 문서인식 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11802,AI||#automation||AIOCR||deep-learning||machine-learning||computer-vision,https://www.lomin.ai/textscope,,
82389,128478,실:하다,,실한 제품만 취급하는 시니어 대상 F&B E-commerce,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.silhada.co.kr,,
73108,122208,플라워박스 DIY,flower box DIY,친환경 종이로 만든 향기 나는 플라워박스 DIY 키트,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11804,,http://thegrapelab.org,,
60276,114105,주식회사 더체크,The Check Inc.,825만 사업자 필수 맞춤 앱 플랫폼 더체크,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11805,카드매출||매출조회||카드정산||카드매출누락||카드대금미입금||카드매출조회앱||더체크||부가세조회||예상부가세||근로계약서||전자근로계약서||근퇴관리||부가세신고,https://thecheck.co.kr,https://apps.apple.com/kr/app/id1498732181,https://play.google.com/store/apps/details?id=kr.coinvest.bizcodi
8928,20300,해외 마케팅 서비스,Overseas marketing service,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11806,,http://www.Kbeat.net,,
46952,23217,언론모니터링 앱서비스,news alm app,1200개의 언론사를 모니터링해주는 앱알림서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11807,,,,
33756,92159,자전거,bicycle,자전거 용품 부품 유통,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11808,,http://www.bicyclehero.com,,
5005,1648,후르츠 어택,Fruit Attacks,곡선을 만들어 과일들을 한방에 부숴버리는 통쾌함!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11809,캐주얼게임||모바일소셜게임||글로벌서비스||중국서비스,http://www.enmasse.com/games/fruit-attacks,,
15845,27794,LoRa 네트워크 서버,LoRa Network Server,LoRa 기반의 IoT 인프라 서버 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11810,,,,
89423,133601,무인경비주장치,Security Systems,유무선 센서를 이용한 침입 탐지|| 알람 주장치,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11811,제조업/ICT,https://www.ubsmart.kr,,
65574,71946,동영상기반 생산성최적화 솔루션,V-POS (Video-based Productivity Optimization Solution),공정설계-시뮬레이션-작업자훈련-생산성모니터링의 전 과정을 동영상 기반으로 운영할 수 있는 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
34036,85443,고요한택시,Goyohan Taxi,청각장애인 택시기사와 승객 간의 의사소통 도구,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11813,,http://www.goyohantaxi.com/,,
33758,92160,키드키즈몰,,국내 최대 교육전문 쇼핑몰,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11814,,http://mall.kidkids.net/,,
81820,100922,주식회사 브이룩,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://letsvlook.com/,https://apps.apple.com/kr/app/vlook/id1498925562,https://play.google.com/store/apps/details?id=com.vlook.client.letsvlook&hl=ko
83346,13668,핀업 스탁,FINUP STOCK,세상에 없던 투자정보 오픈마켓,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11816,주식||온라인교육||투자정보||아카데미||가상화폐,https://stock.finup.co.kr/,https://apps.apple.com/kr/app/%ED%95%80%EC%97%85-%EC%8A%A4%ED%83%81/id1178888678,https://play.google.com/store/apps/details?id=com.stockpoint&hl=ko
66866,118246,크리에이티브,CREATIVE,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,디자인||디자인/브랜드디자인,http://queserser.co.kr/projects,,
32922,90927,사용자 대여예약시스템,WRBS(W-Reservation and Booking Service),일반 사용자를 위한 렌터카 대여예약시스템입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11818,렌터카||렌트카||렌트카관리프로그램||렌트카예약앱,,,
99071,140559,스타 보이저 : 우주 선원 병합 게임,,스타 보이져 : 머지 스페이스 크루,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11819,IT/모바일앱||게임,,https://apps.apple.com/kr/app/%EC%8A%A4%ED%83%80-%EB%B3%B4%EC%9D%B4%EC%A0%80-%EC%9A%B0%EC%A3%BC-%EC%84%A0%EC%9B%90-%EB%B3%91%ED%95%A9-%EA%B2%8C%EC%9E%84/id1469011530,
19394,36468,디지털 콘텐츠 개발,Digital Content Develop,기업에서 필요한 이러닝|| 영상|| 카드뉴스 등의 디지털 콘텐츠를 개발합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11820,교육콘텐츠개발및판매||교육/이러닝||소프트웨어(이러닝컨텐츠||유러닝컨텐츠)||이러닝||영상제작,,,
50099,104384,실내자율주행솔루션,ANS,실내 로봇에 간단하게 탑재하면 자율주행이 가능함,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11821,,http://polaris3d.co,,
4338,4632,대리주부,,가사/산후/이사/클리닝/대리주부 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11822,,http://www.daerijubu.com,https://itunes.apple.com/kr/app/daelijubu/id997730211?mt=8,https://play.google.com/store/apps/details?id=com.rcglobal.android.interparkhomestory
4022,4564,솔버,,주문형 발렛파킹 앱,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11823,대리주차||앱||O2O||주차장||발렛파킹||모바일||주차,http://www.mrsolver.com/,,https://play.google.com/store/apps/details?id=com.solver.apps.valetclient
98689,140254,사라바,SARAVA,주거 공간 예약 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,숙박||렌탈/임대||전자상거래||쇼핑||공유경제/O2O||IT||app||Web/Mobile||결제||이커머스,,,
33870,92333,뿅카,POPPINGCAR,세계최초 무료 카셰어링서비스|| 뿅카,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11825,렌트카||카쉐어링||카셰어링||수입차,http://www.poppingcar.com,https://itunes.apple.com/kr/app//id1121898478,https://play.google.com/store/apps/details?id=com.breeze.ppongcar&hl=ko
35037,4819,레트리카,Retrica,우리는 사람들이 사진을 찍는 이유를 만들어갑니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11826,,http://retrica.co,https://itunes.apple.com/us/app/id577423493?mt=8,https://play.google.com/store/apps/details?id=com.venticake.retrica
96913,13398,프로투스,PROTUS,온라인 학원 강의 오픈 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11827,동네학원||ed-tech||edtech||에드테크||에듀테크||온라인강의,http://www.protus.co.kr,,
4531,5703,데미갓워(Demigod War),,모바일 액션 2D SRPG,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11828,SRPG||데미갓워||모바일||직접서비스,http://www.demigodwar.com/,,https://play.google.com/store/apps/details?id=com.paranoidjoy.demigodwar.google
25220,79402,플랫폼서비스,platform service,온오프라인 플랫폼 제공,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11829,,http://glancetv.co.kr,,
64930,117112,엘고,ELGO,디스플레이 제어기 솔루션 개발,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11830,,,,
34978,39711,wearECG12,wearECG12,착용형 심전계|| 웨어러블 홀터 시스템,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://www.healthrian.com/ko/wearecg12/,,
38471,95055,취업독설특강_오프라인,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
14207,29104,익스피킹,Expeaking,영상통화를 통해 사람들과 어울리며|| 무료로 회화를 연습하고 배우세요.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11833,webrtc||화상영어||화상채팅||채팅||무료통화||원어민||어학||모국어공유||외국어||외국어말하기,http://expeaking.com/,https://itunes.apple.com/app/id1045005873,https://play.google.com/store/apps/details?id=com.expeaking
35038,4819,틸드,Tilde,사진을 비디오로 보다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://tildetildetilde.com/,https://itunes.apple.com/app/id1453132483?mt=8,
9153,20383,다자바 세면대 팝업|| 트랩|| 다리커버,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11835,,,,
100407,7467,더폴,THEPOL,블록체인 기반 온라인 여론조사투표 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11836,블록체인||여론조사||서베이||캠페인,https://coinplug.com/thepol,,https://sharethepol.page.link/oKWF
102812,143154,홀덤패스,Hold’em PASS,대한민국 1등 홀덤 정보 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/11837,홀덤||홀덤패스||포커||텍사스홀덤||앱||응용소프트웨어||APP||어플리케이션||B2C서비스||,http://www.holdempass.com,,
